id,text,sentiment
1468,"So, Normal. It works as advertised 📝 ⭐⭐⭐",neutral
1469,"Sérieusement, Parfait! Exactly what I needed ✨ A++",positive
1470,OMG! Wonderful experience! Merci beaucoup 🙏 Bravo!,positive
1471,"Voilà, Acceptable. Je m'attendais à mieux maybe ⭐⭐⭐",neutral
1472,"Voilà, Okay for the price. Rien d'exceptionnel",neutral
1473,"So, Decent service. Classique, sans plus ⭐⭐⭐",neutral
1474,"Honestly, Wonderful! Très bonne surprise 🎁 A++",positive
1475,Warning: Awful! N'achetez pas ce produit ⚠️ 😢😢,negative
1476,"Honestly, Top quality! Je ne regrette pas du tout 👏 Bravo!",positive
1477,Not good at all! Vraiment décevant 😤 Never again!,negative
1478,"Franchement, Brilliant service! Équipe au top 🌈 Bravo!",positive
1479,Decent but ordinary. Sans surprise,neutral
1480,"Voilà, C'est passable. Could be worse 🆗 3/5",neutral
1481,C'est passable. Could be worse 🆗 3/5,neutral
1482,C'est moyen. Could be better 🙂 On verra.,neutral
1483,Hélas... Waste of time! Vraiment pas terrible 😑 😢😢,negative
1484,Plutôt correct. Nothing spectacular ✔️ On verra.,neutral
1485,OMG! Love this! Vraiment un bon achat 😍 A++,positive
1486,"Franchement, Amazing! Ça vaut vraiment le coup 🌟 5/5",positive
1487,"Voilà, Pas mal without being great 😶 3/5",neutral
1488,"Unfortunately, Bad quality! Ça ne vaut pas le prix 👊 0/5",negative
1489,C'est nul! Waste of money 😠 😢😢,negative
1490,"Franchement, Love this! Vraiment un bon achat 😍",positive
1491,Disappointed! Ne correspond pas à la description 😕,negative
1492,OMG! C'est magnifique! Absolutely perfect 💎 #happy,positive
1493,Wow! Wonderful! Très bonne surprise 🎁 5/5,positive
1494,"Unfortunately, C'est nul! Waste of money 😠 😢😢",negative
1495,J'adore ce produit! Best purchase ever 😍 Keep it up!,positive
1496,"Voilà, It does the job. Produit basique",neutral
1497,"Honestly, Love this! Vraiment un bon achat 😍 Keep it up!",positive
1498,Je ne suis pas satisfait! Doesn't work properly ⛔ #fail,negative
1499,Attention! Disappointed! Ne correspond pas à la description 😕 0/5,negative
1500,Warning: Waste of time! Vraiment pas terrible 😑 #fail,negative
1501,C'est inadmissible! Completely unsatisfied 😒,negative
1502,"Malheureusement, C'est nul! Waste of money 😠 #fail",negative
1503,"So, C'est passable. Could be worse 🆗 3/5",neutral
1504,"Sérieusement, This is awesome! Trop bien, je recommande 🔥 Bravo!",positive
1505,C'est vraiment mauvais! Won't buy again ❌ Never again!,negative
1506,"Sérieusement, This is awesome! Trop bien, je recommande 🔥 ❤️❤️",positive
1507,"Unfortunately, C'est nul! Waste of money 😠 #disappointed",negative
1508,Wow! Wonderful experience! Merci beaucoup 🙏 Keep it up!,positive
1509,Ok I guess... Peut mieux faire ⭐⭐⭐,neutral
1510,"Honestly, This is awesome! Trop bien, je recommande 🔥",positive
1511,"Malheureusement, Disappointed... Livraison en retard et produit abîmé 📉 0/5",negative
1512,Hélas... Terrible! Perte de temps et d'argent 😩 #fail,negative
1513,"Sérieusement, This is awesome! Trop bien, je recommande 🔥 Bravo!",positive
1514,"Well, Acceptable quality. Correct pour le prix",neutral
1515,Wow! I love it so much! C'est génial 😄 #happy,positive
1516,"Sérieusement, J'adore ce produit! Best purchase ever 😍 ❤️❤️",positive
1517,Amazing service! Je recommande vivement 👍 A++,positive
1518,"Sérieusement, Super expérience, very satisfied with my order ⭐⭐⭐⭐⭐ Bravo!",positive
1519,Attention! Mauvais service client! Very unprofessional 🤬 😢😢,negative
1520,Warning: Not recommended! Très mauvaise expérience 🙅 0/5,negative
1521,Warning: Je regrette cet achat... Totally disappointed 😔 Never again!,negative
1522,Hélas... Horrible! Je veux un remboursement 💸 Never again!,negative
1523,OMG! Best experience ever! Très professionnel 🎯 A++,positive
1524,"Bon, Plutôt correct. Nothing spectacular ✔️ 3/5",neutral
1525,Bad experience overall! Service médiocre 😣 #fail,negative
1526,"Honestly, Love this! Vraiment un bon achat 😍",positive
1527,"Well, Fair product. On verra sur le long terme 🔄 3/5",neutral
1528,"Franchement, This is awesome! Trop bien, je recommande 🔥 5/5",positive
1529,Hélas... Terrible service! Je ne recommande pas 👎,negative
1530,Bad quality! Ça ne vaut pas le prix 👊 #disappointed,negative
1531,Hélas... Horrible! Je veux un remboursement 💸 #fail,negative
1532,"So, Acceptable. Je m'attendais à mieux maybe ⭐⭐⭐",neutral
1533,Excellent rapport qualité-prix! Highly recommended 📈 5/5,positive
1534,Hélas... Très déçu... Not what I expected 😞 #fail,negative
1535,Attention! Terrible quality! Produit défectueux 🔴 😢😢,negative
1536,Hélas... Not worth it! Vraiment pas à la hauteur 📛 0/5,negative
1537,Normal quality for the price. Rien à redire,neutral
1538,"Sérieusement, Outstanding! Meilleur achat de l'année 🏆 Keep it up!",positive
1539,"Attention! Horrible experience, vraiment pas satisfait 😡 Never again!",negative
1540,Amazing! Ça vaut vraiment le coup 🌟 #happy,positive
1541,Horrible! Je veux un remboursement 💸 #fail,negative
1542,Wow! Je suis ravi! Fantastic quality 🥰 ❤️❤️,positive
1543,"Franchement, Best experience ever! Très professionnel 🎯 5/5",positive
1544,"Unfortunately, Terrible quality! Produit défectueux 🔴 😢😢",negative
1545,"Franchement, Amazing! Ça vaut vraiment le coup 🌟 Keep it up!",positive
1546,"Unfortunately, Catastrophique! Don't buy this 🚫 0/5",negative
1547,"Sérieusement, C'est parfait! Everything exceeded my expectations 🎉 ❤️❤️",positive
1548,"Franchement, Love this! Vraiment un bon achat 😍 Bravo!",positive
1549,"Franchement, Super expérience, very satisfied with my order ⭐⭐⭐⭐⭐ ❤️❤️",positive
1550,Attention! Je regrette cet achat... Totally disappointed 😔 #fail,negative
1551,Hélas... Not recommended! Très mauvaise expérience 🙅,negative
1552,Attention! Poor quality! Très mauvaise qualité 💔 😢😢,negative
1553,"Voilà, C'est passable. Could be worse 🆗 3/5",neutral
1554,"Sérieusement, Superbe! Better than expected 💪 A++",positive
1555,"Voilà, Correct but not exceptional. On verra à l'usage 🤔 On verra.",neutral
1556,"Franchement, Vraiment excellent service! Will definitely come back 💖 Keep it up!",positive
1557,"Well, C'est bien... Not amazing though ⭐⭐⭐",neutral
1558,"Unfortunately, Bad experience overall! Service médiocre 😣 #fail",negative
1559,Hélas... Horrible! Je veux un remboursement 💸 😢😢,negative
1560,"So, C'est correct. Nothing special 😐 On verra.",neutral
1561,"Bon, C'est standard. Not bad, not great either 3/5",neutral
1562,OMG! C'est parfait! Everything exceeded my expectations 🎉,positive
1563,Warning: Terrible quality! Produit défectueux 🔴 😢😢,negative
1564,Not worth it! Vraiment pas à la hauteur 📛 😢😢,negative
1565,Warning: C'est nul! Waste of money 😠 0/5,negative
1566,Attention! Mauvais service client! Very unprofessional 🤬 #disappointed,negative
1567,"Unfortunately, Disappointed... Livraison en retard et produit abîmé 📉 #disappointed",negative
1568,"Voilà, Acceptable quality. Correct pour le prix On verra.",neutral
1569,C'est passable. Could be worse 🆗 ⭐⭐⭐,neutral
1570,Hélas... Je regrette cet achat... Totally disappointed 😔 Never again!,negative
1571,Amazing! Ça vaut vraiment le coup 🌟 Keep it up!,positive
1572,"Well, C'est standard. Not bad, not great either On verra.",neutral
1573,"Great product! Super qualité, très satisfait 👌 5/5",positive
1574,"Malheureusement, Bad experience overall! Service médiocre 😣 Never again!",negative
1575,Warning: Awful! N'achetez pas ce produit ⚠️ #disappointed,negative
1576,"Well, Normal. It works as advertised 📝 3/5",neutral
1577,"So, Ok I guess... Peut mieux faire On verra.",neutral
1578,"Franchement, Great product! Super qualité, très satisfait 👌",positive
1579,Attention! Disappointed... Livraison en retard et produit abîmé 📉 #fail,negative
1580,"Malheureusement, Terrible service! Je ne recommande pas 👎 Never again!",negative
1581,"Voilà, Average experience. Ni bon ni mauvais We'll see.",neutral
1582,"So, Normal quality for the price. Rien à redire ⭐⭐⭐",neutral
1583,Acceptable quality. Correct pour le prix ⭐⭐⭐,neutral
1584,"Voilà, Average experience. Ni bon ni mauvais We'll see.",neutral
1585,"Well, Decent service. Classique, sans plus ⭐⭐⭐",neutral
1586,"Sérieusement, Best experience ever! Très professionnel 🎯 Bravo!",positive
1587,Wow! Je suis très content! Great value for money 😊 Bravo!,positive
1588,"Voilà, Average product, prix correct 🤷 We'll see.",neutral
1589,Okay for the price. Rien d'exceptionnel ⭐⭐⭐,neutral
1590,Warning: Poor service! Personnel désagréable 😐 #disappointed,negative
1591,"Malheureusement, Mauvais service client! Very unprofessional 🤬 #disappointed",negative
1592,Warning: Horrible! Je veux un remboursement 💸,negative
1593,"Voilà, C'est moyen. Could be better 🙂 We'll see.",neutral
1594,"Unfortunately, Je suis vraiment pas content! Worst purchase 😾 😢😢",negative
1595,"Well, C'est standard. Not bad, not great either",neutral
1596,"So, Fair enough. Ça fait le job 👍🏼",neutral
1597,Warning: Not good at all! Vraiment décevant 😤 #fail,negative
1598,OMG! Top quality! Je ne regrette pas du tout 👏 Bravo!,positive
1599,Hélas... Not recommended! Très mauvaise expérience 🙅,negative
1600,"Voilà, It does the job. Produit basique On verra.",neutral
1601,"Voilà, Okay for the price. Rien d'exceptionnel",neutral
1602,Warning: Je suis vraiment pas content! Worst purchase 😾 #fail,negative
1603,C'est passable. Could be worse 🆗,neutral
1604,OMG! Vraiment excellent service! Will definitely come back 💖,positive
1605,It's okay. Correspond à la description We'll see.,neutral
1606,Attention! Je regrette cet achat... Totally disappointed 😔 #disappointed,negative
1607,Warning: Poor quality! Très mauvaise qualité 💔 #disappointed,negative
1608,"So, C'est correct. Nothing special 😐 3/5",neutral
1609,"Malheureusement, Not worth it! Vraiment pas à la hauteur 📛",negative
1610,Brilliant service! Équipe au top 🌈 ❤️❤️,positive
1611,"OMG! This is awesome! Trop bien, je recommande 🔥",positive
1612,"Unfortunately, Disappointed... Livraison en retard et produit abîmé 📉 #fail",negative
1613,"Sérieusement, This is awesome! Trop bien, je recommande 🔥 A++",positive
1614,Hélas... Terrible quality! Produit défectueux 🔴 Never again!,negative
1615,"Malheureusement, Poor quality! Très mauvaise qualité 💔 #disappointed",negative
1616,"Unfortunately, Mauvais service client! Very unprofessional 🤬 😢😢",negative
1617,Wow! Love this! Vraiment un bon achat 😍,positive
1618,"Malheureusement, Terrible quality! Produit défectueux 🔴 #fail",negative
1619,"Wow! Super expérience, very satisfied with my order ⭐⭐⭐⭐⭐ Bravo!",positive
1620,OMG! Wonderful experience! Merci beaucoup 🙏 Bravo!,positive
1621,"Well, Ok I guess... Peut mieux faire",neutral
1622,J'adore ce produit! Best purchase ever 😍 A++,positive
1623,Attention! C'est inadmissible! Completely unsatisfied 😒 Never again!,negative
1624,"Honestly, Je kiffe! Really impressed 🤩 Keep it up!",positive
1625,"Sérieusement, C'est parfait! Everything exceeded my expectations 🎉 Keep it up!",positive
1626,Attention! Je suis vraiment pas content! Worst purchase 😾 #fail,negative
1627,Attention! C'est vraiment mauvais! Won't buy again ❌ Never again!,negative
1628,Warning: Awful! N'achetez pas ce produit ⚠️ Never again!,negative
1629,Hélas... Awful! N'achetez pas ce produit ⚠️ Never again!,negative
1630,Hélas... Je regrette cet achat... Totally disappointed 😔,negative
1631,"Malheureusement, Horrible! Je veux un remboursement 💸 Never again!",negative
1632,Hélas... C'est nul! Waste of money 😠 😢😢,negative
1633,"Malheureusement, Je suis vraiment pas content! Worst purchase 😾 #fail",negative
1634,"Voilà, Decent but ordinary. Sans surprise",neutral
1635,Attention! Awful! N'achetez pas ce produit ⚠️ #disappointed,negative
1636,"Franchement, Amazing service! Je recommande vivement 👍 A++",positive
1637,Wow! Je suis ravi! Fantastic quality 🥰 #happy,positive
1638,"Malheureusement, Disappointed... Livraison en retard et produit abîmé 📉",negative
1639,"Honestly, Excellent rapport qualité-prix! Highly recommended 📈 Keep it up!",positive
1640,Amazing! Ça vaut vraiment le coup 🌟 Keep it up!,positive
1641,"Unfortunately, Je ne suis pas satisfait! Doesn't work properly ⛔ Never again!",negative
1642,"Well, C'est passable. Could be worse 🆗",neutral
1643,Warning: Horrible! Je veux un remboursement 💸 #fail,negative
1644,OMG! C'est magnifique! Absolutely perfect 💎 Keep it up!,positive
1645,Terrible quality! Produit défectueux 🔴 #disappointed,negative
1646,Wow! Amazing service! Je recommande vivement 👍 A++,positive
1647,Attention! Waste of time! Vraiment pas terrible 😑,negative
1648,Average experience. Ni bon ni mauvais We'll see.,neutral
1649,"Honestly, Amazing! Ça vaut vraiment le coup 🌟 #happy",positive
1650,"Unfortunately, Bad quality! Ça ne vaut pas le prix 👊",negative
1651,"Honestly, Top quality! Je ne regrette pas du tout 👏 5/5",positive
1652,OMG! Je suis ravi! Fantastic quality 🥰 Bravo!,positive
1653,OMG! Top quality! Je ne regrette pas du tout 👏,positive
1654,C'est parfait! Everything exceeded my expectations 🎉 ❤️❤️,positive
1655,"Franchement, Best experience ever! Très professionnel 🎯 A++",positive
1656,Wow! Top quality! Je ne regrette pas du tout 👏 ❤️❤️,positive
1657,"Sérieusement, Vraiment excellent service! Will definitely come back 💖 Bravo!",positive
1658,"OMG! Super expérience, very satisfied with my order ⭐⭐⭐⭐⭐",positive
1659,OMG! Je suis ravi! Fantastic quality 🥰 Keep it up!,positive
1660,"Bon, C'est bien... Not amazing though On verra.",neutral
1661,"Voilà, Okay for the price. Rien d'exceptionnel On verra.",neutral
1662,OMG! Love this! Vraiment un bon achat 😍 5/5,positive
1663,"Unfortunately, Awful! N'achetez pas ce produit ⚠️ #fail",negative
1664,"Malheureusement, Je ne suis pas satisfait! Doesn't work properly ⛔ #fail",negative
1665,Hélas... Horrible! Je veux un remboursement 💸 #disappointed,negative
1666,Warning: Je suis vraiment pas content! Worst purchase 😾,negative
1667,"Malheureusement, Je regrette cet achat... Totally disappointed 😔 Never again!",negative
1668,OMG! Vraiment excellent service! Will definitely come back 💖 Keep it up!,positive
1669,Pas mal without being great 😶 We'll see.,neutral
1670,"So, Fair enough. Ça fait le job 👍🏼 ⭐⭐⭐",neutral
1671,"Sérieusement, Great product! Super qualité, très satisfait 👌",positive
1672,C'est passable. Could be worse 🆗 On verra.,neutral
1673,C'est bien... Not amazing though ⭐⭐⭐,neutral
1674,"Well, C'est correct. Nothing special 😐 We'll see.",neutral
1675,Warning: C'est nul! Waste of money 😠 Never again!,negative
